location,bedrooms,bathrooms,area,price
G-13,6,6,9 Marla,33547458
DHA Phase 2,9,11,26 Marla,95770941
F-10,6,8,19 Marla,90972828
G-13,4,4,13 Marla,35869875
G-13,6,7,12 Marla,35121748
Bahria Town,6,7,27 Marla,61637086
Bahria Town,9,9,19 Marla,50651120
G-13,4,4,22 Marla,64138149
F-10,8,8,37 Marla,182816888
DHA Phase 2,5,7,24 Marla,80260150
Bahria Town,3,4,8 Marla,23049476
Bahria Town,5,6,20 Marla,47389675
DHA Phase 2,4,5,39 Marla,125505952
Bahria Town,9,10,18 Marla,51171448
Bahria Town,8,9,15 Marla,48012392
G-13,9,11,30 Marla,82248677
DHA Phase 2,8,9,36 Marla,114808704
Bahria Town,7,8,35 Marla,87358166
F-10,5,6,12 Marla,55571406
Bahria Town,8,10,35 Marla,87227673
Bahria Town,5,6,11 Marla,33353418
DHA Phase 2,9,9,36 Marla,120805429
DHA Phase 2,3,3,12 Marla,41704638
Bahria Town,4,5,14 Marla,35793581
F-10,4,4,35 Marla,176141040
F-10,9,9,34 Marla,155769718
Bahria Town,5,5,12 Marla,36810955
G-13,5,7,21 Marla,60339397
Bahria Town,6,6,12 Marla,32267472
G-13,6,8,14 Marla,40179274
DHA Phase 2,9,10,16 Marla,57868408
DHA Phase 2,5,6,11 Marla,42448595
DHA Phase 2,5,6,14 Marla,45882324
Bahria Town,6,6,21 Marla,51563710
DHA Phase 2,4,5,12 Marla,41721123
Bahria Town,8,10,37 Marla,101785378
G-13,6,8,15 Marla,44229650
DHA Phase 2,5,5,26 Marla,88155132
Bahria Town,5,6,32 Marla,85587044
Bahria Town,5,6,38 Marla,96951635
DHA Phase 2,6,8,19 Marla,65901455
DHA Phase 2,8,10,17 Marla,61310907
DHA Phase 2,5,6,21 Marla,65269650
F-10,6,8,22 Marla,113838522
DHA Phase 2,5,7,8 Marla,33207057
DHA Phase 2,4,5,17 Marla,60668952
G-13,4,4,38 Marla,106000168
Bahria Town,5,5,16 Marla,42759352
F-10,5,7,32 Marla,137881206
Bahria Town,5,7,10 Marla,27064315
F-10,6,8,35 Marla,174129184
F-10,4,5,29 Marla,131112199
Bahria Town,7,8,38 Marla,85483289
F-10,4,5,11 Marla,59984334
Bahria Town,3,5,14 Marla,35683391
G-13,9,10,22 Marla,74857954
DHA Phase 2,8,9,34 Marla,115712428
Bahria Town,5,6,18 Marla,51179823
F-10,6,8,27 Marla,126431861
Bahria Town,6,8,31 Marla,77764491
DHA Phase 2,8,9,40 Marla,143110150
Bahria Town,6,6,20 Marla,51246836
G-13,6,7,7 Marla,27862096
F-10,4,4,23 Marla,101190825
G-13,7,8,19 Marla,55421338
F-10,6,6,7 Marla,44140154
DHA Phase 2,3,3,12 Marla,41505753
G-13,7,7,36 Marla,90584676
Bahria Town,4,5,10 Marla,30406391
G-13,6,7,10 Marla,31819139
G-13,4,6,30 Marla,77482717
G-13,4,6,13 Marla,38634223
DHA Phase 2,6,7,18 Marla,64081294
Bahria Town,4,6,25 Marla,65984711
Bahria Town,8,9,30 Marla,80891602
Bahria Town,2,2,6 Marla,15877035
G-13,5,7,37 Marla,90356794
F-10,4,5,22 Marla,106535666
G-13,9,11,32 Marla,87480709
Bahria Town,6,6,19 Marla,48574816
F-10,6,6,16 Marla,76149983
G-13,5,5,11 Marla,33105550
G-13,5,5,14 Marla,40734255
Bahria Town,6,6,30 Marla,70701407
G-13,3,5,11 Marla,32321391
F-10,7,8,39 Marla,204485814
Bahria Town,3,4,13 Marla,34104405
DHA Phase 2,5,6,29 Marla,93353878
Bahria Town,7,7,25 Marla,70973149
DHA Phase 2,9,11,35 Marla,126820477
G-13,6,7,28 Marla,72329578
Bahria Town,4,5,30 Marla,70854892
G-13,5,6,28 Marla,73321776
G-13,6,8,10 Marla,32699879
DHA Phase 2,6,7,22 Marla,70962054
Bahria Town,4,5,9 Marla,24562267
F-10,3,5,8 Marla,40732846
DHA Phase 2,5,6,29 Marla,95853481
DHA Phase 2,6,8,33 Marla,117939967
G-13,9,10,15 Marla,55956393
Bahria Town,7,7,25 Marla,61022252
DHA Phase 2,3,3,7 Marla,26025615
F-10,6,8,16 Marla,83523019
F-10,4,6,19 Marla,100581687
Bahria Town,5,6,26 Marla,58959632
Bahria Town,7,7,18 Marla,49647872
Bahria Town,4,5,9 Marla,24486293
DHA Phase 2,6,6,39 Marla,114377735
F-10,2,2,5 Marla,23467076
G-13,4,5,39 Marla,113569798
F-10,7,9,19 Marla,89410449
F-10,7,9,39 Marla,202829393
F-10,7,9,31 Marla,144875939
G-13,2,3,5 Marla,15192354
Bahria Town,4,5,10 Marla,27361267
G-13,9,11,16 Marla,50390237
DHA Phase 2,8,10,24 Marla,85369846
DHA Phase 2,4,4,13 Marla,47342555
F-10,7,8,20 Marla,100249285
F-10,8,9,28 Marla,140577493
DHA Phase 2,9,9,27 Marla,96929427
Bahria Town,4,6,5 Marla,16101416
DHA Phase 2,7,9,32 Marla,104806262
F-10,5,7,15 Marla,78910499
Bahria Town,4,5,7 Marla,20627870
G-13,8,9,38 Marla,110334835
G-13,5,6,11 Marla,35174469
F-10,3,3,9 Marla,48119765
DHA Phase 2,4,6,30 Marla,105254278
F-10,6,6,11 Marla,62479877
Bahria Town,5,6,39 Marla,84648378
F-10,5,7,34 Marla,154509615
G-13,4,4,23 Marla,69672743
G-13,7,9,21 Marla,67759773
F-10,3,4,11 Marla,58345942
G-13,5,6,25 Marla,67439831
F-10,3,3,5 Marla,28098400
Bahria Town,3,3,14 Marla,32660099
DHA Phase 2,3,5,11 Marla,35134835
F-10,5,7,30 Marla,152409705
DHA Phase 2,4,6,10 Marla,32570815
DHA Phase 2,7,9,16 Marla,61005073
F-10,2,2,5 Marla,25715268
G-13,9,9,16 Marla,52288170
G-13,9,9,28 Marla,80415835
F-10,3,4,12 Marla,56080003
Bahria Town,3,4,9 Marla,22380384
DHA Phase 2,8,10,27 Marla,86459901
F-10,9,9,18 Marla,86507889
DHA Phase 2,5,6,17 Marla,54452557
F-10,5,6,22 Marla,106585654
F-10,5,6,25 Marla,119896411
F-10,5,5,21 Marla,111280189
G-13,6,8,11 Marla,33870310
F-10,8,10,27 Marla,138369393
Bahria Town,7,9,32 Marla,76927147
G-13,9,9,20 Marla,61374759
F-10,8,8,33 Marla,149395790
F-10,4,4,10 Marla,54590943
Bahria Town,9,9,31 Marla,76761663
F-10,4,4,8 Marla,41171591
DHA Phase 2,3,4,7 Marla,26937980
G-13,6,8,16 Marla,50131637
F-10,9,10,30 Marla,134738658
G-13,9,10,25 Marla,80301539
DHA Phase 2,4,5,35 Marla,117125094
DHA Phase 2,3,4,13 Marla,45675661
DHA Phase 2,5,6,21 Marla,77419089
F-10,7,7,21 Marla,101903790
F-10,8,9,40 Marla,200120182
G-13,8,10,26 Marla,80344797
G-13,8,8,31 Marla,82867249
F-10,5,5,18 Marla,94977920
G-13,6,6,29 Marla,77378078
G-13,7,7,23 Marla,73620389
DHA Phase 2,5,5,30 Marla,97766463
Bahria Town,6,7,20 Marla,54296862
F-10,3,5,8 Marla,41962122
F-10,7,9,21 Marla,111112728
Bahria Town,3,5,9 Marla,26100655
F-10,6,6,16 Marla,84730936
G-13,6,7,11 Marla,40067160
G-13,8,10,34 Marla,99180526
G-13,2,2,5 Marla,15569115
DHA Phase 2,8,8,33 Marla,109937175
G-13,9,10,27 Marla,88335274
G-13,9,9,16 Marla,58035662
G-13,3,3,7 Marla,21726320
Bahria Town,3,3,5 Marla,15775864
F-10,8,10,38 Marla,193801601
Bahria Town,7,9,16 Marla,42374925
Bahria Town,5,6,7 Marla,22117946
Bahria Town,9,10,39 Marla,97888072
DHA Phase 2,5,5,27 Marla,91544169
DHA Phase 2,6,6,28 Marla,91412887
Bahria Town,3,4,14 Marla,35168637
G-13,3,5,14 Marla,36671222
Bahria Town,8,10,23 Marla,62941411
F-10,9,9,22 Marla,109323110
G-13,5,7,8 Marla,29091963
DHA Phase 2,6,7,21 Marla,65310180
DHA Phase 2,3,5,6 Marla,21437049
DHA Phase 2,3,3,5 Marla,19974096
G-13,6,8,30 Marla,92042709
Bahria Town,4,4,18 Marla,46507025
G-13,7,7,30 Marla,80447499
F-10,7,9,36 Marla,162756338
DHA Phase 2,8,8,23 Marla,88107947
F-10,7,7,24 Marla,123034479
DHA Phase 2,3,3,13 Marla,39176789
Bahria Town,9,11,32 Marla,90611888
F-10,8,8,35 Marla,164295087
G-13,4,4,5 Marla,19812029
G-13,4,6,19 Marla,57111369
DHA Phase 2,5,6,22 Marla,67568927
F-10,4,6,17 Marla,86276432
G-13,5,6,17 Marla,45120674
DHA Phase 2,6,6,40 Marla,136599256
Bahria Town,5,6,17 Marla,42147508
Bahria Town,9,11,15 Marla,42598581
Bahria Town,6,8,14 Marla,36364259
Bahria Town,4,4,19 Marla,43382932
F-10,6,8,22 Marla,111110204
Bahria Town,4,6,32 Marla,80558003
F-10,9,10,22 Marla,113196713
F-10,8,10,35 Marla,156353326
F-10,4,6,13 Marla,62720795
Bahria Town,7,7,26 Marla,65074267
G-13,7,9,33 Marla,95894460
Bahria Town,7,7,40 Marla,102339055
DHA Phase 2,4,5,5 Marla,20834987
F-10,5,6,8 Marla,42622278
DHA Phase 2,7,9,27 Marla,91316191
G-13,5,5,19 Marla,60321025
G-13,5,6,12 Marla,36909951
G-13,5,6,19 Marla,60012419
DHA Phase 2,9,9,33 Marla,106338197
G-13,5,7,33 Marla,96371734
G-13,9,9,33 Marla,100731255
Bahria Town,5,6,38 Marla,94445848
DHA Phase 2,6,8,38 Marla,117674728
DHA Phase 2,9,11,28 Marla,102620207
DHA Phase 2,4,6,7 Marla,26752017
Bahria Town,9,11,22 Marla,57440634
DHA Phase 2,3,4,13 Marla,42960947
G-13,8,8,36 Marla,99831528
F-10,7,9,17 Marla,82103890
G-13,5,5,33 Marla,92952452
Bahria Town,7,7,18 Marla,46736689
G-13,3,4,8 Marla,24097499
Bahria Town,4,5,22 Marla,54942977
Bahria Town,4,5,15 Marla,35762805
Bahria Town,4,6,25 Marla,63605809
F-10,8,9,38 Marla,170012750
G-13,8,8,28 Marla,77854271
Bahria Town,6,6,8 Marla,25171058
DHA Phase 2,9,11,19 Marla,69715289
F-10,7,8,25 Marla,125323864
G-13,6,6,22 Marla,60640320
DHA Phase 2,5,7,15 Marla,48032810
Bahria Town,3,4,5 Marla,15308764
G-13,6,6,25 Marla,74175868
Bahria Town,8,8,19 Marla,57483192
F-10,6,7,28 Marla,127108825
Bahria Town,3,3,12 Marla,33506741
Bahria Town,3,4,10 Marla,24300997
Bahria Town,5,7,27 Marla,71520612
Bahria Town,4,6,27 Marla,66363095
DHA Phase 2,4,6,19 Marla,58771841
G-13,5,7,20 Marla,63032474
DHA Phase 2,4,5,36 Marla,125275256
F-10,4,4,7 Marla,39268281
DHA Phase 2,6,7,19 Marla,59840575
G-13,3,4,10 Marla,30832810
DHA Phase 2,2,4,6 Marla,20946802
DHA Phase 2,7,9,38 Marla,131737271
G-13,5,5,14 Marla,42700763
Bahria Town,8,10,32 Marla,81763739
F-10,7,7,33 Marla,169451645
Bahria Town,8,8,34 Marla,90400530
DHA Phase 2,7,8,30 Marla,100243840
DHA Phase 2,6,6,25 Marla,80695903
Bahria Town,4,5,6 Marla,20021697
Bahria Town,9,11,27 Marla,69337378
DHA Phase 2,4,5,24 Marla,73274092
DHA Phase 2,4,4,25 Marla,78818974
G-13,4,4,6 Marla,19020536
Bahria Town,8,10,19 Marla,48807900
G-13,8,10,25 Marla,72019444
DHA Phase 2,8,8,36 Marla,118783114
F-10,3,4,5 Marla,28399055
F-10,4,5,34 Marla,149990011
G-13,6,8,15 Marla,43964081
F-10,5,7,14 Marla,74657030
DHA Phase 2,6,8,21 Marla,65076755
G-13,7,9,28 Marla,73731270
F-10,5,5,14 Marla,76968315
Bahria Town,9,11,16 Marla,46919320
Bahria Town,9,10,40 Marla,100426963
F-10,6,6,39 Marla,196895332
Bahria Town,7,9,36 Marla,87828164
DHA Phase 2,4,4,8 Marla,31526677
Bahria Town,6,8,21 Marla,56616392
F-10,7,8,16 Marla,85083212
DHA Phase 2,4,4,11 Marla,40307028
Bahria Town,7,7,40 Marla,101792999
F-10,6,6,12 Marla,60646330
G-13,3,3,8 Marla,24012991
DHA Phase 2,9,10,25 Marla,93318876
G-13,9,9,40 Marla,124820779
DHA Phase 2,5,6,22 Marla,67962777
DHA Phase 2,6,7,15 Marla,50431451
Bahria Town,5,5,24 Marla,55730597
F-10,7,8,22 Marla,113487093
DHA Phase 2,6,7,34 Marla,104908366
G-13,5,6,7 Marla,26855487
G-13,6,8,25 Marla,69635522
F-10,5,7,26 Marla,116254486
F-10,4,5,34 Marla,159385612
DHA Phase 2,4,5,36 Marla,118667594
G-13,5,7,12 Marla,38855176
G-13,5,7,35 Marla,97187453
G-13,6,8,27 Marla,83882929
DHA Phase 2,7,8,17 Marla,55598579
DHA Phase 2,4,5,10 Marla,36163814
F-10,6,7,31 Marla,138800740
G-13,5,5,38 Marla,99260852
G-13,3,4,8 Marla,26669769
G-13,6,6,36 Marla,95745799
Bahria Town,6,7,15 Marla,39538250
DHA Phase 2,4,5,11 Marla,37673787
F-10,5,7,10 Marla,52628315
G-13,5,6,20 Marla,60475177
F-10,5,7,37 Marla,159156950
G-13,6,8,10 Marla,37066579
G-13,8,8,29 Marla,76570253
Bahria Town,8,10,27 Marla,71918589
G-13,5,6,27 Marla,75325762
F-10,3,3,7 Marla,36124584
Bahria Town,6,8,28 Marla,68270120
Bahria Town,6,6,40 Marla,88546639
Bahria Town,5,7,27 Marla,64304422
DHA Phase 2,3,4,10 Marla,32287132
G-13,6,7,9 Marla,30269020
F-10,3,5,8 Marla,37908624
F-10,6,6,14 Marla,72990796
Bahria Town,8,9,30 Marla,77598130
Bahria Town,5,5,31 Marla,73717275
Bahria Town,9,11,36 Marla,100615875
F-10,8,10,19 Marla,103867639
Bahria Town,7,8,17 Marla,47168634
Bahria Town,4,6,18 Marla,46672254
Bahria Town,8,10,23 Marla,63042809
DHA Phase 2,4,6,5 Marla,18973933
G-13,7,7,36 Marla,108399949
F-10,8,8,30 Marla,142365271
DHA Phase 2,6,6,30 Marla,107593816
Bahria Town,4,4,33 Marla,83779821
Bahria Town,8,8,31 Marla,85820013
F-10,4,5,17 Marla,83710418
DHA Phase 2,3,4,5 Marla,18814867
G-13,8,8,21 Marla,60514015
G-13,6,6,28 Marla,76643398
F-10,3,3,13 Marla,57791500
DHA Phase 2,5,7,28 Marla,83950691
Bahria Town,9,11,39 Marla,99772955
Bahria Town,8,10,31 Marla,78353989
F-10,5,6,22 Marla,98683122
Bahria Town,2,2,6 Marla,16654290
F-10,3,4,10 Marla,49263595
G-13,5,7,12 Marla,40130088
G-13,4,6,5 Marla,17603523
F-10,7,8,40 Marla,208955002
F-10,3,5,9 Marla,47621973
G-13,5,6,14 Marla,40391367
DHA Phase 2,4,6,22 Marla,70964494
G-13,4,4,23 Marla,59614809
G-13,7,8,28 Marla,84103528
Bahria Town,6,6,33 Marla,83960574
Bahria Town,9,11,37 Marla,91139629
F-10,4,4,8 Marla,41802030
DHA Phase 2,5,6,33 Marla,115806623
F-10,5,5,28 Marla,128912531
Bahria Town,6,8,31 Marla,77212061
F-10,3,5,11 Marla,50523228
F-10,4,6,6 Marla,33193499
DHA Phase 2,6,8,37 Marla,125733653
F-10,6,7,11 Marla,63141773
G-13,6,6,16 Marla,46155655
F-10,7,8,29 Marla,140751023
DHA Phase 2,5,6,39 Marla,123637033
Bahria Town,4,5,20 Marla,51278614
G-13,8,10,37 Marla,114875060
DHA Phase 2,6,8,17 Marla,63272881
F-10,4,6,14 Marla,62864689
G-13,3,3,5 Marla,17548461
DHA Phase 2,9,11,35 Marla,122679778
DHA Phase 2,8,10,31 Marla,115147518
Bahria Town,6,6,11 Marla,33158548
G-13,8,8,21 Marla,66357147
Bahria Town,8,10,28 Marla,66253592
G-13,6,7,20 Marla,62146180
G-13,6,8,40 Marla,111455209
Bahria Town,7,9,33 Marla,89780082
DHA Phase 2,8,10,28 Marla,93852881
G-13,5,5,38 Marla,102483199
Bahria Town,6,7,7 Marla,22554642
F-10,6,6,32 Marla,150571022
DHA Phase 2,5,6,26 Marla,87269401
DHA Phase 2,9,9,20 Marla,70602983
DHA Phase 2,4,5,7 Marla,25476002
Bahria Town,5,6,19 Marla,44830618
F-10,7,9,16 Marla,89823116
F-10,6,6,30 Marla,133864405
G-13,4,5,9 Marla,30472150
DHA Phase 2,6,7,8 Marla,35491167
F-10,5,7,19 Marla,99690702
Bahria Town,8,8,36 Marla,91475069
G-13,3,5,13 Marla,34670043
G-13,5,6,8 Marla,28289550
F-10,5,7,30 Marla,131636684
Bahria Town,4,4,5 Marla,15997989
DHA Phase 2,5,7,15 Marla,53415359
G-13,9,10,33 Marla,92623331
Bahria Town,5,6,13 Marla,39638417
F-10,7,8,38 Marla,172113608
DHA Phase 2,6,8,21 Marla,77872971
G-13,8,8,36 Marla,106641381
F-10,4,6,25 Marla,122887220
G-13,5,7,30 Marla,84597157
DHA Phase 2,5,6,11 Marla,43004462
G-13,9,11,30 Marla,94124592
G-13,4,6,28 Marla,82551616
F-10,6,6,34 Marla,167856052
F-10,2,3,5 Marla,26141634
Bahria Town,4,6,28 Marla,70269439
F-10,5,7,9 Marla,50466588
DHA Phase 2,4,5,37 Marla,122356690
Bahria Town,5,5,8 Marla,24943148
G-13,6,8,19 Marla,61289637
Bahria Town,7,9,32 Marla,80153595
Bahria Town,4,5,9 Marla,25593011
DHA Phase 2,5,7,29 Marla,101830820
DHA Phase 2,5,5,24 Marla,87172625
DHA Phase 2,6,8,9 Marla,35662950
G-13,6,8,19 Marla,54775448
F-10,5,6,19 Marla,98580665
F-10,7,7,17 Marla,90578044
F-10,5,5,28 Marla,133039500
F-10,5,6,28 Marla,127535491
Bahria Town,4,6,12 Marla,34340986
DHA Phase 2,6,8,40 Marla,134871466
Bahria Town,8,8,24 Marla,58954923
G-13,9,9,28 Marla,83987132
F-10,9,10,34 Marla,177547308
DHA Phase 2,5,7,10 Marla,35869443
DHA Phase 2,8,8,15 Marla,52927319
F-10,6,8,12 Marla,69193301
F-10,4,4,14 Marla,63347110
Bahria Town,7,7,16 Marla,45910311
G-13,9,11,26 Marla,83619473
G-13,5,6,40 Marla,116312565
Bahria Town,5,7,8 Marla,24833663
DHA Phase 2,5,7,27 Marla,96345676
F-10,6,6,10 Marla,54401250
Bahria Town,6,6,11 Marla,35265994
F-10,6,8,31 Marla,156012336
G-13,3,3,8 Marla,22967820
G-13,4,4,6 Marla,22858471
DHA Phase 2,6,7,18 Marla,66415566
Bahria Town,4,6,5 Marla,15490739
F-10,6,7,17 Marla,83618022
F-10,4,4,13 Marla,67744378
F-10,7,9,26 Marla,137439997
G-13,3,3,7 Marla,19871225
G-13,2,3,5 Marla,14580697
DHA Phase 2,9,11,38 Marla,135999408
DHA Phase 2,5,6,12 Marla,42721335
F-10,7,8,20 Marla,90594308
F-10,5,7,26 Marla,121976575
G-13,4,4,35 Marla,98638846
G-13,4,6,22 Marla,65793970
DHA Phase 2,6,7,37 Marla,129322638
G-13,7,7,22 Marla,71579154
DHA Phase 2,5,6,14 Marla,51094905
G-13,4,4,10 Marla,29991435
G-13,6,8,34 Marla,84829364
DHA Phase 2,6,8,16 Marla,59549886
Bahria Town,6,8,40 Marla,96280907
Bahria Town,4,4,37 Marla,94558252
G-13,8,9,19 Marla,59851800
G-13,8,9,18 Marla,62571660
G-13,5,6,20 Marla,60397366
F-10,5,5,33 Marla,149551759
DHA Phase 2,9,9,22 Marla,86570440
Bahria Town,4,5,27 Marla,68022651
DHA Phase 2,5,6,18 Marla,65172967
F-10,4,5,40 Marla,191605390
DHA Phase 2,4,6,8 Marla,28552387
DHA Phase 2,8,8,39 Marla,122509955
DHA Phase 2,7,9,26 Marla,91391089
G-13,6,8,32 Marla,95587436
DHA Phase 2,3,4,13 Marla,45350262
F-10,5,6,19 Marla,89398232
Bahria Town,8,10,32 Marla,84667213
F-10,3,5,14 Marla,61922041
Bahria Town,4,5,40 Marla,88747702
Bahria Town,5,7,36 Marla,83939012
DHA Phase 2,7,8,20 Marla,70406229
Bahria Town,4,5,30 Marla,72983098
DHA Phase 2,5,6,28 Marla,99867744
F-10,2,2,6 Marla,32735394
DHA Phase 2,3,5,14 Marla,48366194
DHA Phase 2,7,7,24 Marla,74955781
F-10,9,10,27 Marla,126558183
F-10,5,7,23 Marla,104846802
F-10,4,6,40 Marla,196422883
F-10,4,4,25 Marla,108877449
G-13,5,7,11 Marla,37843544
G-13,8,8,38 Marla,98300098
F-10,5,6,27 Marla,122119957
Bahria Town,8,10,28 Marla,75926941
DHA Phase 2,7,8,31 Marla,102109814
G-13,4,4,40 Marla,115349483
F-10,3,5,5 Marla,25644294
Bahria Town,4,6,29 Marla,67143263
Bahria Town,9,9,19 Marla,53557102
Bahria Town,7,8,22 Marla,57239530
G-13,6,8,12 Marla,40425321
F-10,4,5,21 Marla,103509695
F-10,5,7,27 Marla,125940553
G-13,4,6,10 Marla,30900515
DHA Phase 2,6,6,17 Marla,60059175
Bahria Town,7,9,33 Marla,84866183
DHA Phase 2,3,5,10 Marla,32371736
G-13,2,2,6 Marla,17521853
Bahria Town,3,5,8 Marla,23975324
F-10,5,7,20 Marla,96005305
DHA Phase 2,6,7,32 Marla,104810231
G-13,5,7,12 Marla,38083592
G-13,5,5,34 Marla,94035625
G-13,5,5,35 Marla,87702392
G-13,5,7,36 Marla,90924985
DHA Phase 2,8,8,30 Marla,93415361
Bahria Town,6,7,14 Marla,41529143
F-10,5,5,39 Marla,168521582
Bahria Town,4,5,30 Marla,77924457
Bahria Town,2,2,5 Marla,13219804
Bahria Town,6,6,7 Marla,25036016
Bahria Town,4,4,39 Marla,90868724
DHA Phase 2,5,7,8 Marla,29214156
DHA Phase 2,6,6,30 Marla,89384305
G-13,4,4,13 Marla,36448185
F-10,4,6,37 Marla,189027402
Bahria Town,4,5,13 Marla,36204804
Bahria Town,4,6,18 Marla,43499020
DHA Phase 2,5,6,12 Marla,43404706
G-13,4,4,34 Marla,99317880
DHA Phase 2,4,5,12 Marla,38135338
G-13,8,9,21 Marla,58296716
DHA Phase 2,3,4,6 Marla,20513614
F-10,3,5,7 Marla,37591501
Bahria Town,8,10,32 Marla,84305402
G-13,3,5,11 Marla,29251451
DHA Phase 2,9,11,31 Marla,107725702
F-10,4,6,9 Marla,43801579
Bahria Town,5,5,7 Marla,22925728
DHA Phase 2,6,7,33 Marla,107174462
F-10,5,6,33 Marla,157399438
Bahria Town,9,11,34 Marla,82353433
Bahria Town,3,3,10 Marla,26125876
G-13,9,10,36 Marla,102716888
G-13,4,4,36 Marla,99723000
Bahria Town,8,8,21 Marla,54354613
DHA Phase 2,7,7,30 Marla,98566170
Bahria Town,9,11,40 Marla,110873650
G-13,5,7,39 Marla,99847426
DHA Phase 2,8,10,23 Marla,80702736
F-10,4,6,31 Marla,131256113
F-10,6,6,8 Marla,48562571
DHA Phase 2,5,6,9 Marla,31151910
Bahria Town,4,6,8 Marla,22373543
DHA Phase 2,5,5,37 Marla,107126107
Bahria Town,6,6,32 Marla,77751240
F-10,7,7,22 Marla,101013471
Bahria Town,5,7,27 Marla,73011303
Bahria Town,7,7,22 Marla,55201741
Bahria Town,4,6,5 Marla,16538021
G-13,4,5,5 Marla,19075541
F-10,8,9,25 Marla,122657590
G-13,4,4,32 Marla,94482780
DHA Phase 2,4,5,14 Marla,49248854
F-10,5,6,26 Marla,136033292
Bahria Town,5,7,25 Marla,57395177
F-10,8,9,22 Marla,100105643
Bahria Town,5,6,14 Marla,37609949
F-10,4,6,6 Marla,31140317
F-10,8,9,37 Marla,178453052
G-13,6,7,10 Marla,31513474
G-13,4,6,15 Marla,46163181
F-10,6,7,16 Marla,88496838
G-13,8,10,18 Marla,56342045
DHA Phase 2,7,7,33 Marla,109371042
Bahria Town,7,7,39 Marla,103792649
Bahria Town,5,6,24 Marla,61111369
G-13,5,6,35 Marla,88404891
DHA Phase 2,2,4,6 Marla,20611466
G-13,6,8,38 Marla,112604249
F-10,4,5,8 Marla,41357894
Bahria Town,4,5,9 Marla,25081922
DHA Phase 2,6,8,16 Marla,51987069
F-10,5,5,39 Marla,189605049
DHA Phase 2,6,6,20 Marla,65721454
DHA Phase 2,5,6,32 Marla,112124697
G-13,6,8,9 Marla,30503331
DHA Phase 2,4,5,13 Marla,47670294
F-10,4,4,17 Marla,74430468
Bahria Town,4,4,15 Marla,38116996
F-10,5,5,33 Marla,156593342
F-10,8,10,19 Marla,101076567
Bahria Town,3,5,12 Marla,33742711
G-13,5,5,22 Marla,64360615
Bahria Town,8,8,24 Marla,63988313
Bahria Town,7,8,16 Marla,46473469
DHA Phase 2,9,10,36 Marla,115633047
F-10,5,7,31 Marla,143719029
F-10,9,11,39 Marla,180879822
F-10,6,8,10 Marla,50418147
G-13,6,7,14 Marla,46152355
G-13,5,7,8 Marla,28188154
Bahria Town,6,7,34 Marla,86775090
Bahria Town,9,11,39 Marla,90765590
DHA Phase 2,3,3,10 Marla,34353144
DHA Phase 2,4,6,23 Marla,71267922
F-10,8,10,31 Marla,143122183
Bahria Town,5,7,7 Marla,22143582
F-10,6,8,23 Marla,102188658
DHA Phase 2,7,7,38 Marla,126246468
G-13,5,5,10 Marla,33705846
F-10,3,5,8 Marla,40948899
Bahria Town,5,7,13 Marla,34992524
F-10,6,6,16 Marla,81208613
G-13,6,7,28 Marla,78055518
Bahria Town,5,5,40 Marla,89534214
Bahria Town,5,7,9 Marla,25049184
G-13,3,3,14 Marla,41796129
F-10,4,6,6 Marla,31154615
F-10,5,7,8 Marla,47519206
G-13,8,10,38 Marla,106249770
G-13,7,7,24 Marla,74499490
G-13,5,7,18 Marla,53762242
F-10,4,5,24 Marla,123872462
G-13,6,6,25 Marla,70296408
DHA Phase 2,5,5,14 Marla,50163989
DHA Phase 2,4,4,15 Marla,50644432
G-13,4,5,7 Marla,25054190
F-10,6,8,8 Marla,43785850
F-10,7,8,17 Marla,78750707
F-10,7,8,32 Marla,153817237
DHA Phase 2,4,5,10 Marla,32602258
Bahria Town,4,6,17 Marla,39151287
G-13,7,9,37 Marla,110279532
F-10,9,11,24 Marla,123403616
G-13,8,9,21 Marla,61756060
F-10,2,4,5 Marla,25482409
Bahria Town,7,8,37 Marla,85566365
F-10,6,6,11 Marla,56228105
F-10,6,8,32 Marla,157089855
G-13,7,9,33 Marla,97051098
G-13,3,4,13 Marla,39149876
DHA Phase 2,6,8,12 Marla,48192373
G-13,4,5,37 Marla,98160935
F-10,7,7,18 Marla,85116906
Bahria Town,5,7,24 Marla,59810790
F-10,7,9,39 Marla,167419524
Bahria Town,3,5,9 Marla,24404709
G-13,9,10,31 Marla,97833781
DHA Phase 2,9,11,30 Marla,94400565
F-10,6,7,7 Marla,42658385
F-10,4,5,35 Marla,154902864
DHA Phase 2,4,6,8 Marla,30701778
Bahria Town,4,4,18 Marla,46564424
DHA Phase 2,6,7,29 Marla,88656504
G-13,5,5,35 Marla,90102182
Bahria Town,7,7,31 Marla,82410525
G-13,5,7,28 Marla,76715625
Bahria Town,3,4,13 Marla,35320839
DHA Phase 2,4,5,10 Marla,35691128
DHA Phase 2,9,10,27 Marla,94588651
F-10,3,3,9 Marla,44280745
DHA Phase 2,3,4,12 Marla,42102149
F-10,8,10,19 Marla,93907954
Bahria Town,4,5,22 Marla,51057228
Bahria Town,5,7,38 Marla,93738506
G-13,5,7,13 Marla,42203786
F-10,9,10,39 Marla,185266285
Bahria Town,7,7,31 Marla,83364373
F-10,3,3,11 Marla,58665512
G-13,3,3,5 Marla,16661701
G-13,3,3,14 Marla,36454610
F-10,3,3,9 Marla,41740895
